student_id,name,question_id,answer,response_time,is_correct
14,Synth_Student_14,13,e,55,0
14,Synth_Student_14,14,e,115,0
14,Synth_Student_14,15,c,30,0
14,Synth_Student_14,16,a,65,0
14,Synth_Student_14,17,c,25,1
14,Synth_Student_14,18,a,65,1
14,Synth_Student_14,19,b,32,0
14,Synth_Student_14,20,c,51,1
14,Synth_Student_14,21,c,45,1
14,Synth_Student_14,22,c,89,0
14,Synth_Student_14,23,c,48,0
14,Synth_Student_14,24,c,102,1
14,Synth_Student_14,25,a,221,0
14,Synth_Student_14,26,c,63,0
14,Synth_Student_14,27,b,47,1
14,Synth_Student_14,28,e,170,0
14,Synth_Student_14,29,b,84,0
14,Synth_Student_14,30,e,104,0
14,Synth_Student_14,31,a,86,0
14,Synth_Student_14,32,b,57,1
14,Synth_Student_14,33,b,31,0
14,Synth_Student_14,34,e,57,0
14,Synth_Student_14,35,c,80,0
14,Synth_Student_14,36,b,43,1
14,Synth_Student_14,37,a,64,0
14,Synth_Student_14,38,c,36,1
14,Synth_Student_14,39,b,29,1
14,Synth_Student_14,40,b,72,1
14,Synth_Student_14,41,e,51,0
14,Synth_Student_14,42,c,55,0
14,Synth_Student_14,43,d,44,0
14,Synth_Student_14,44,d,78,0
14,Synth_Student_14,45,b,51,0
14,Synth_Student_14,46,c,147,0
14,Synth_Student_14,47,a,48,1
14,Synth_Student_14,48,b,53,1
14,Synth_Student_14,49,d,271,1
14,Synth_Student_14,50,b,146,1
14,Synth_Student_14,51,b,73,1
14,Synth_Student_14,52,c,23,1
14,Synth_Student_14,53,c,59,1
14,Synth_Student_14,54,a,34,0
14,Synth_Student_14,55,a,65,0
14,Synth_Student_14,56,e,33,0
14,Synth_Student_14,57,b,60,0
14,Synth_Student_14,58,c,34,1
14,Synth_Student_14,59,d,54,0
14,Synth_Student_14,60,c,94,1
14,Synth_Student_14,61,a,138,0
14,Synth_Student_14,62,a,59,1
14,Synth_Student_14,63,e,74,0
14,Synth_Student_14,64,c,59,0
14,Synth_Student_14,65,b,83,0
14,Synth_Student_14,66,b,67,0
14,Synth_Student_14,67,b,120,1
14,Synth_Student_14,68,c,56,0
14,Synth_Student_14,69,e,101,0
14,Synth_Student_14,70,c,51,0
14,Synth_Student_14,71,d,82,0
14,Synth_Student_14,72,c,57,0
15,Synth_Student_15,3,a,59,0
15,Synth_Student_15,4,a,75,1
15,Synth_Student_15,6,b,44,1
15,Synth_Student_15,7,a,42,0
15,Synth_Student_15,8,c,59,1
15,Synth_Student_15,1,e,61,0
15,Synth_Student_15,2,b,52,0
15,Synth_Student_15,5,e,89,0
15,Synth_Student_15,9,b,61,1
15,Synth_Student_15,10,b,122,0
15,Synth_Student_15,11,a,171,0
15,Synth_Student_15,12,a,37,1
15,Synth_Student_15,13,a,186,1
15,Synth_Student_15,14,e,76,0
15,Synth_Student_15,15,d,41,1
15,Synth_Student_15,16,b,76,1
15,Synth_Student_15,17,a,35,0
15,Synth_Student_15,18,a,48,1
15,Synth_Student_15,19,c,159,1
15,Synth_Student_15,20,c,104,1
15,Synth_Student_15,21,c,121,1
15,Synth_Student_15,22,a,32,0
15,Synth_Student_15,23,d,81,1
15,Synth_Student_15,24,c,41,1
15,Synth_Student_15,25,e,54,0
15,Synth_Student_15,26,d,107,1
15,Synth_Student_15,27,b,55,1
15,Synth_Student_15,28,d,52,0
15,Synth_Student_15,29,e,58,1
15,Synth_Student_15,30,b,102,1
15,Synth_Student_15,31,c,53,1
15,Synth_Student_15,32,e,99,0
15,Synth_Student_15,33,d,33,0
15,Synth_Student_15,34,e,27,0
15,Synth_Student_15,35,a,71,1
15,Synth_Student_15,36,d,33,0
15,Synth_Student_15,37,b,30,0
15,Synth_Student_15,38,b,36,0
15,Synth_Student_15,39,c,31,0
15,Synth_Student_15,40,d,50,0
15,Synth_Student_15,41,e,29,0
15,Synth_Student_15,42,a,29,0
15,Synth_Student_15,43,e,102,0
15,Synth_Student_15,44,a,35,1
15,Synth_Student_15,45,d,98,0
15,Synth_Student_15,46,a,159,1
15,Synth_Student_15,47,a,15,1
15,Synth_Student_15,48,e,30,0
15,Synth_Student_15,49,d,81,1
15,Synth_Student_15,50,b,164,1
15,Synth_Student_15,51,b,19,1
15,Synth_Student_15,52,c,24,1
15,Synth_Student_15,53,b,83,0
15,Synth_Student_15,54,d,87,1
15,Synth_Student_15,55,c,38,1
15,Synth_Student_15,56,c,45,1
15,Synth_Student_15,57,d,113,1
15,Synth_Student_15,58,c,133,1
15,Synth_Student_15,59,a,13,0
15,Synth_Student_15,60,c,229,1
15,Synth_Student_15,61,c,64,1
15,Synth_Student_15,62,a,84,1
15,Synth_Student_15,63,a,61,1
15,Synth_Student_15,64,b,112,1
15,Synth_Student_15,65,e,20,0
15,Synth_Student_15,66,a,51,1
15,Synth_Student_15,67,b,44,1
15,Synth_Student_15,68,b,132,1
15,Synth_Student_15,69,a,52,0
15,Synth_Student_15,70,e,60,0
15,Synth_Student_15,71,c,95,1
15,Synth_Student_15,72,a,104,0
16,Synth_Student_16,3,e,45,0
16,Synth_Student_16,4,a,53,1
16,Synth_Student_16,6,b,29,1
16,Synth_Student_16,7,e,53,0
16,Synth_Student_16,8,e,67,0
16,Synth_Student_16,1,b,66,0
16,Synth_Student_16,2,a,83,1
16,Synth_Student_16,5,b,96,1
16,Synth_Student_16,9,a,76,0
16,Synth_Student_16,10,d,36,0
16,Synth_Student_16,11,a,61,0
16,Synth_Student_16,12,e,101,0
16,Synth_Student_16,13,b,41,0
16,Synth_Student_16,14,c,19,0
16,Synth_Student_16,15,d,66,1
16,Synth_Student_16,16,b,82,1
16,Synth_Student_16,17,d,22,0
16,Synth_Student_16,18,d,47,0
16,Synth_Student_16,19,c,45,1
16,Synth_Student_16,20,d,35,0
16,Synth_Student_16,21,c,141,1
16,Synth_Student_16,22,e,114,1
16,Synth_Student_16,23,c,95,0
16,Synth_Student_16,24,c,25,1
16,Synth_Student_16,25,c,33,1
16,Synth_Student_16,26,e,79,0
16,Synth_Student_16,27,b,75,1
16,Synth_Student_16,28,c,81,1
16,Synth_Student_16,29,e,36,1
16,Synth_Student_16,30,d,94,0
16,Synth_Student_16,31,b,46,0
16,Synth_Student_16,32,c,39,0
16,Synth_Student_16,33,d,141,0
16,Synth_Student_16,34,b,92,1
16,Synth_Student_16,35,e,92,0
16,Synth_Student_16,36,b,77,1
16,Synth_Student_16,37,a,45,0
16,Synth_Student_16,38,e,86,0
16,Synth_Student_16,39,d,33,0
16,Synth_Student_16,40,e,41,0
16,Synth_Student_16,41,c,45,1
16,Synth_Student_16,42,e,143,0
16,Synth_Student_16,43,d,91,0
16,Synth_Student_16,44,e,62,0
16,Synth_Student_16,45,a,37,0
16,Synth_Student_16,46,c,56,0
16,Synth_Student_16,47,a,52,1
16,Synth_Student_16,48,d,89,0
16,Synth_Student_16,49,d,47,1
16,Synth_Student_16,50,c,53,0
16,Synth_Student_16,51,b,42,1
16,Synth_Student_16,52,c,50,1
16,Synth_Student_16,53,a,80,0
16,Synth_Student_16,54,b,42,0
16,Synth_Student_16,55,d,64,0
16,Synth_Student_16,56,c,66,1
16,Synth_Student_16,57,b,56,0
16,Synth_Student_16,58,c,134,1
16,Synth_Student_16,59,b,70,1
16,Synth_Student_16,60,c,47,1
16,Synth_Student_16,61,c,59,1
16,Synth_Student_16,62,a,72,1
16,Synth_Student_16,63,a,107,1
16,Synth_Student_16,64,b,33,1
16,Synth_Student_16,65,b,86,0
16,Synth_Student_16,66,c,194,0
16,Synth_Student_16,67,c,181,0
16,Synth_Student_16,68,a,44,0
16,Synth_Student_16,69,c,53,1
16,Synth_Student_16,70,a,33,0
16,Synth_Student_16,71,e,114,0
16,Synth_Student_16,72,b,81,0
17,Synth_Student_17,3,d,70,0
17,Synth_Student_17,4,c,117,0
17,Synth_Student_17,6,c,154,0
17,Synth_Student_17,7,e,58,0
17,Synth_Student_17,8,b,52,0
17,Synth_Student_17,1,b,62,0
17,Synth_Student_17,2,a,101,1
17,Synth_Student_17,5,e,51,0
17,Synth_Student_17,9,b,102,1
17,Synth_Student_17,10,b,105,0
17,Synth_Student_17,11,c,80,1
17,Synth_Student_17,12,e,38,0
17,Synth_Student_17,13,c,24,0
17,Synth_Student_17,14,e,38,0
17,Synth_Student_17,15,b,36,0
17,Synth_Student_17,16,b,47,1
17,Synth_Student_17,17,c,38,1
17,Synth_Student_17,18,c,116,0
17,Synth_Student_17,19,c,116,1
17,Synth_Student_17,20,a,65,0
17,Synth_Student_17,21,d,73,0
17,Synth_Student_17,22,b,56,0
17,Synth_Student_17,23,e,70,0
17,Synth_Student_17,24,c,50,1
17,Synth_Student_17,25,e,72,0
17,Synth_Student_17,26,a,34,0
17,Synth_Student_17,27,b,42,1
17,Synth_Student_17,28,c,91,1
17,Synth_Student_17,29,c,36,0
17,Synth_Student_17,30,c,43,0
17,Synth_Student_17,31,b,43,0
17,Synth_Student_17,32,b,32,1
17,Synth_Student_17,33,c,47,1
17,Synth_Student_17,34,b,23,1
17,Synth_Student_17,35,a,94,1
17,Synth_Student_17,36,e,71,0
17,Synth_Student_17,37,b,97,0
17,Synth_Student_17,38,c,43,1
17,Synth_Student_17,39,d,89,0
17,Synth_Student_17,40,d,40,0
17,Synth_Student_17,41,a,95,0
17,Synth_Student_17,42,c,43,0
17,Synth_Student_17,43,c,53,1
17,Synth_Student_17,44,d,51,0
17,Synth_Student_17,45,a,34,0
17,Synth_Student_17,46,b,130,0
17,Synth_Student_17,47,c,52,0
17,Synth_Student_17,48,b,62,1
17,Synth_Student_17,49,d,175,1
17,Synth_Student_17,50,e,63,0
17,Synth_Student_17,51,d,33,0
17,Synth_Student_17,52,c,127,1
17,Synth_Student_17,53,c,34,1
17,Synth_Student_17,54,d,137,1
17,Synth_Student_17,55,a,83,0
17,Synth_Student_17,56,e,53,0
17,Synth_Student_17,57,d,58,1
17,Synth_Student_17,58,a,37,0
17,Synth_Student_17,59,b,117,1
17,Synth_Student_17,60,a,54,0
17,Synth_Student_17,61,b,40,0
17,Synth_Student_17,62,a,26,1
17,Synth_Student_17,63,a,45,1
17,Synth_Student_17,64,a,26,0
17,Synth_Student_17,65,c,51,1
17,Synth_Student_17,66,b,44,0
17,Synth_Student_17,67,b,84,1
17,Synth_Student_17,68,d,40,0
17,Synth_Student_17,69,d,151,0
17,Synth_Student_17,70,d,104,0
17,Synth_Student_17,71,d,79,0
17,Synth_Student_17,72,e,30,0
18,Synth_Student_18,3,b,36,1
18,Synth_Student_18,4,a,71,1
18,Synth_Student_18,6,b,50,1
18,Synth_Student_18,7,d,95,0
18,Synth_Student_18,8,c,89,1
18,Synth_Student_18,1,b,87,0
18,Synth_Student_18,2,a,42,1
18,Synth_Student_18,5,b,33,1
18,Synth_Student_18,9,a,55,0
18,Synth_Student_18,10,b,123,0
18,Synth_Student_18,11,c,30,1
18,Synth_Student_18,12,b,50,0
18,Synth_Student_18,13,d,31,0
18,Synth_Student_18,14,e,119,0
18,Synth_Student_18,15,d,46,1
18,Synth_Student_18,16,e,73,0
18,Synth_Student_18,17,b,98,0
18,Synth_Student_18,18,a,56,1
18,Synth_Student_18,19,d,44,0
18,Synth_Student_18,20,e,39,0
18,Synth_Student_18,21,b,50,0
18,Synth_Student_18,22,c,18,0
18,Synth_Student_18,23,e,86,0
18,Synth_Student_18,24,a,45,0
18,Synth_Student_18,25,d,25,0
18,Synth_Student_18,26,b,34,0
18,Synth_Student_18,27,b,49,1
18,Synth_Student_18,28,e,42,0
18,Synth_Student_18,29,e,65,1
18,Synth_Student_18,30,b,55,1
18,Synth_Student_18,31,a,111,0
18,Synth_Student_18,32,d,39,0
18,Synth_Student_18,33,d,126,0
18,Synth_Student_18,34,b,56,1
18,Synth_Student_18,35,a,57,1
18,Synth_Student_18,36,e,60,0
18,Synth_Student_18,37,c,101,0
18,Synth_Student_18,38,c,75,1
18,Synth_Student_18,39,a,51,0
18,Synth_Student_18,40,a,77,0
18,Synth_Student_18,41,d,28,0
18,Synth_Student_18,42,d,78,1
18,Synth_Student_18,43,e,87,0
18,Synth_Student_18,44,a,47,1
18,Synth_Student_18,45,c,49,1
18,Synth_Student_18,46,a,30,1
18,Synth_Student_18,47,a,104,1
18,Synth_Student_18,48,d,49,0
18,Synth_Student_18,49,e,216,0
18,Synth_Student_18,50,e,75,0
18,Synth_Student_18,51,a,45,0
18,Synth_Student_18,52,a,43,0
18,Synth_Student_18,53,b,59,0
18,Synth_Student_18,54,e,40,0
18,Synth_Student_18,55,c,45,1
18,Synth_Student_18,56,c,43,1
18,Synth_Student_18,57,b,46,0
18,Synth_Student_18,58,c,72,1
18,Synth_Student_18,59,a,64,0
18,Synth_Student_18,60,d,128,0
18,Synth_Student_18,61,e,42,0
18,Synth_Student_18,62,c,53,0
18,Synth_Student_18,63,a,53,1
18,Synth_Student_18,64,a,50,0
18,Synth_Student_18,65,a,67,0
18,Synth_Student_18,66,e,29,0
18,Synth_Student_18,67,a,76,0
18,Synth_Student_18,68,a,130,0
18,Synth_Student_18,69,c,63,1
18,Synth_Student_18,70,b,37,1
18,Synth_Student_18,71,e,60,0
18,Synth_Student_18,72,d,31,1
19,Synth_Student_19,3,d,57,0
19,Synth_Student_19,4,e,71,0
19,Synth_Student_19,6,b,51,1
19,Synth_Student_19,7,c,90,1
19,Synth_Student_19,8,e,74,0
19,Synth_Student_19,1,c,163,1
19,Synth_Student_19,2,a,49,1
19,Synth_Student_19,5,a,141,0
19,Synth_Student_19,9,a,35,0
19,Synth_Student_19,10,c,28,1
19,Synth_Student_19,11,b,52,0
19,Synth_Student_19,12,c,77,0
19,Synth_Student_19,13,a,71,1
19,Synth_Student_19,14,e,29,0
19,Synth_Student_19,15,b,41,0
19,Synth_Student_19,16,d,82,0
19,Synth_Student_19,17,e,76,0
19,Synth_Student_19,18,a,118,1
19,Synth_Student_19,19,b,53,0
19,Synth_Student_19,20,b,71,0
19,Synth_Student_19,21,b,70,0
19,Synth_Student_19,22,b,205,0
19,Synth_Student_19,23,d,98,1
19,Synth_Student_19,24,c,58,1
19,Synth_Student_19,25,d,64,0
19,Synth_Student_19,26,a,36,0
19,Synth_Student_19,27,b,80,1
19,Synth_Student_19,28,a,73,0
19,Synth_Student_19,29,a,193,0
19,Synth_Student_19,30,d,78,0
19,Synth_Student_19,31,c,52,1
19,Synth_Student_19,32,e,24,0
19,Synth_Student_19,33,b,64,0
19,Synth_Student_19,34,d,53,0
19,Synth_Student_19,35,a,102,1
19,Synth_Student_19,36,c,56,0
19,Synth_Student_19,37,a,78,0
19,Synth_Student_19,38,d,76,0
19,Synth_Student_19,39,b,70,1
19,Synth_Student_19,40,b,36,1
19,Synth_Student_19,41,c,149,1
19,Synth_Student_19,42,e,56,0
19,Synth_Student_19,43,c,53,1
19,Synth_Student_19,44,e,59,0
19,Synth_Student_19,45,a,68,0
19,Synth_Student_19,46,c,49,0
19,Synth_Student_19,47,e,103,0
19,Synth_Student_19,48,e,75,0
19,Synth_Student_19,49,e,90,0
19,Synth_Student_19,50,d,52,0
19,Synth_Student_19,51,c,73,0
19,Synth_Student_19,52,c,94,1
19,Synth_Student_19,53,a,74,0
19,Synth_Student_19,54,b,22,0
19,Synth_Student_19,55,a,86,0
19,Synth_Student_19,56,c,120,1
19,Synth_Student_19,57,d,75,1
19,Synth_Student_19,58,d,93,0
19,Synth_Student_19,59,a,44,0
19,Synth_Student_19,60,e,23,0
19,Synth_Student_19,61,e,50,0
19,Synth_Student_19,62,a,49,1
19,Synth_Student_19,63,e,27,0
19,Synth_Student_19,64,e,91,0
19,Synth_Student_19,65,d,60,0
19,Synth_Student_19,66,b,61,0
19,Synth_Student_19,67,c,107,0
19,Synth_Student_19,68,b,85,1
19,Synth_Student_19,69,c,100,1
19,Synth_Student_19,70,c,111,0
19,Synth_Student_19,71,e,67,0
19,Synth_Student_19,72,e,81,0
20,Synth_Student_20,3,b,53,1
20,Synth_Student_20,4,a,46,1
20,Synth_Student_20,6,b,30,1
20,Synth_Student_20,7,c,33,1
20,Synth_Student_20,8,a,90,0
20,Synth_Student_20,1,e,66,0
20,Synth_Student_20,2,a,81,1
20,Synth_Student_20,5,b,50,1
20,Synth_Student_20,9,c,54,0
20,Synth_Student_20,10,d,91,0
20,Synth_Student_20,11,c,47,1
20,Synth_Student_20,12,a,22,1
20,Synth_Student_20,13,a,135,1
20,Synth_Student_20,14,d,156,0
20,Synth_Student_20,15,d,36,1
20,Synth_Student_20,16,a,60,0
20,Synth_Student_20,17,d,39,0
20,Synth_Student_20,18,a,47,1
20,Synth_Student_20,19,c,124,1
20,Synth_Student_20,20,c,56,1
20,Synth_Student_20,21,d,58,0
20,Synth_Student_20,22,e,41,1
20,Synth_Student_20,23,a,91,0
20,Synth_Student_20,24,c,109,1
20,Synth_Student_20,25,b,82,0
20,Synth_Student_20,26,d,165,1
20,Synth_Student_20,27,b,34,1
20,Synth_Student_20,28,a,56,0
20,Synth_Student_20,29,c,44,0
20,Synth_Student_20,30,a,98,0
20,Synth_Student_20,31,d,49,0
20,Synth_Student_20,32,b,53,1
20,Synth_Student_20,33,c,58,1
20,Synth_Student_20,34,b,53,1
20,Synth_Student_20,35,a,23,1
20,Synth_Student_20,36,b,27,1
20,Synth_Student_20,37,d,69,1
20,Synth_Student_20,38,c,83,1
20,Synth_Student_20,39,a,33,0
20,Synth_Student_20,40,e,48,0
20,Synth_Student_20,41,c,86,1
20,Synth_Student_20,42,d,51,1
20,Synth_Student_20,43,e,56,0
20,Synth_Student_20,44,d,76,0
20,Synth_Student_20,45,c,31,1
20,Synth_Student_20,46,a,84,1
20,Synth_Student_20,47,a,44,1
20,Synth_Student_20,48,c,27,0
20,Synth_Student_20,49,e,35,0
20,Synth_Student_20,50,b,69,1
20,Synth_Student_20,51,d,45,0
20,Synth_Student_20,52,b,24,0
20,Synth_Student_20,53,c,34,1
20,Synth_Student_20,54,d,208,1
20,Synth_Student_20,55,c,82,1
20,Synth_Student_20,56,c,25,1
20,Synth_Student_20,57,d,88,1
20,Synth_Student_20,58,c,117,1
20,Synth_Student_20,59,b,33,1
20,Synth_Student_20,60,c,55,1
20,Synth_Student_20,61,c,34,1
20,Synth_Student_20,62,a,33,1
20,Synth_Student_20,63,a,21,1
20,Synth_Student_20,64,b,30,1
20,Synth_Student_20,65,b,35,0
20,Synth_Student_20,66,a,30,1
20,Synth_Student_20,67,b,26,1
20,Synth_Student_20,68,b,28,1
20,Synth_Student_20,69,c,60,1
20,Synth_Student_20,70,e,42,0
20,Synth_Student_20,71,c,85,1
20,Synth_Student_20,72,a,53,0
21,Synth_Student_21,3,b,82,1
21,Synth_Student_21,4,e,36,0
21,Synth_Student_21,6,b,51,1
21,Synth_Student_21,7,c,86,1
21,Synth_Student_21,8,a,91,0
21,Synth_Student_21,1,c,136,1
21,Synth_Student_21,2,c,63,0
21,Synth_Student_21,5,a,38,0
21,Synth_Student_21,9,e,67,0
21,Synth_Student_21,10,d,131,0
21,Synth_Student_21,11,c,30,1
21,Synth_Student_21,12,d,60,0
21,Synth_Student_21,13,e,46,0
21,Synth_Student_21,14,e,56,0
21,Synth_Student_21,15,a,43,0
21,Synth_Student_21,16,c,57,0
21,Synth_Student_21,17,c,66,1
21,Synth_Student_21,18,c,56,0
21,Synth_Student_21,19,c,145,1
21,Synth_Student_21,20,e,47,0
21,Synth_Student_21,21,c,85,1
21,Synth_Student_21,22,b,60,0
21,Synth_Student_21,23,d,71,1
21,Synth_Student_21,24,c,71,1
21,Synth_Student_21,25,b,35,0
21,Synth_Student_21,26,d,37,1
21,Synth_Student_21,27,d,44,0
21,Synth_Student_21,28,a,103,0
21,Synth_Student_21,29,e,198,1
21,Synth_Student_21,30,c,81,0
21,Synth_Student_21,31,d,121,0
21,Synth_Student_21,32,d,163,0
21,Synth_Student_21,33,d,55,0
21,Synth_Student_21,34,b,133,1
21,Synth_Student_21,35,e,114,0
21,Synth_Student_21,36,e,64,0
21,Synth_Student_21,37,e,36,0
21,Synth_Student_21,38,c,55,1
21,Synth_Student_21,39,b,44,1
21,Synth_Student_21,40,b,84,1
21,Synth_Student_21,41,c,30,1
21,Synth_Student_21,42,d,29,1
21,Synth_Student_21,43,b,33,0
21,Synth_Student_21,44,c,34,0
21,Synth_Student_21,45,e,20,0
21,Synth_Student_21,46,a,111,1
21,Synth_Student_21,47,b,103,0
21,Synth_Student_21,48,e,29,0
21,Synth_Student_21,49,a,40,0
21,Synth_Student_21,50,a,144,0
21,Synth_Student_21,51,e,47,0
21,Synth_Student_21,52,b,119,0
21,Synth_Student_21,53,c,99,1
21,Synth_Student_21,54,b,70,0
21,Synth_Student_21,55,b,60,0
21,Synth_Student_21,56,d,67,0
21,Synth_Student_21,57,a,42,0
21,Synth_Student_21,58,a,76,0
21,Synth_Student_21,59,e,44,0
21,Synth_Student_21,60,e,148,0
21,Synth_Student_21,61,a,48,0
21,Synth_Student_21,62,d,57,0
21,Synth_Student_21,63,e,21,0
21,Synth_Student_21,64,e,90,0
21,Synth_Student_21,65,b,33,0
21,Synth_Student_21,66,b,39,0
21,Synth_Student_21,67,c,104,0
21,Synth_Student_21,68,c,45,0
21,Synth_Student_21,69,c,23,1
21,Synth_Student_21,70,c,95,0
21,Synth_Student_21,71,e,74,0
21,Synth_Student_21,72,c,25,0
22,Synth_Student_22,3,b,79,1
22,Synth_Student_22,4,a,70,1
22,Synth_Student_22,6,b,44,1
22,Synth_Student_22,7,b,35,0
22,Synth_Student_22,8,c,25,1
22,Synth_Student_22,1,c,110,1
22,Synth_Student_22,2,c,51,0
22,Synth_Student_22,5,b,20,1
22,Synth_Student_22,9,b,59,1
22,Synth_Student_22,10,a,48,0
22,Synth_Student_22,11,d,46,0
22,Synth_Student_22,12,a,67,1
22,Synth_Student_22,13,d,36,0
22,Synth_Student_22,14,b,43,0
22,Synth_Student_22,15,a,66,0
22,Synth_Student_22,16,b,49,1
22,Synth_Student_22,17,c,48,1
22,Synth_Student_22,18,b,97,0
22,Synth_Student_22,19,c,75,1
22,Synth_Student_22,20,d,29,0
22,Synth_Student_22,21,c,49,1
22,Synth_Student_22,22,a,35,0
22,Synth_Student_22,23,d,13,1
22,Synth_Student_22,24,c,37,1
22,Synth_Student_22,25,c,56,1
22,Synth_Student_22,26,d,70,1
22,Synth_Student_22,27,b,95,1
22,Synth_Student_22,28,c,59,1
22,Synth_Student_22,29,e,52,1
22,Synth_Student_22,30,a,77,0
22,Synth_Student_22,31,c,37,1
22,Synth_Student_22,32,d,64,0
22,Synth_Student_22,33,c,54,1
22,Synth_Student_22,34,d,74,0
22,Synth_Student_22,35,d,114,0
22,Synth_Student_22,36,e,13,0
22,Synth_Student_22,37,a,48,0
22,Synth_Student_22,38,d,78,0
22,Synth_Student_22,39,e,35,0
22,Synth_Student_22,40,b,39,1
22,Synth_Student_22,41,c,72,1
22,Synth_Student_22,42,a,28,0
22,Synth_Student_22,43,c,152,1
22,Synth_Student_22,44,d,51,0
22,Synth_Student_22,45,e,78,0
22,Synth_Student_22,46,a,70,1
22,Synth_Student_22,47,a,43,1
22,Synth_Student_22,48,a,22,0
22,Synth_Student_22,49,c,127,0
22,Synth_Student_22,50,b,72,1
22,Synth_Student_22,51,a,82,0
22,Synth_Student_22,52,d,61,0
22,Synth_Student_22,53,c,89,1
22,Synth_Student_22,54,c,59,0
22,Synth_Student_22,55,e,108,0
22,Synth_Student_22,56,c,44,1
22,Synth_Student_22,57,c,32,0
22,Synth_Student_22,58,e,61,0
22,Synth_Student_22,59,c,58,0
22,Synth_Student_22,60,c,36,1
22,Synth_Student_22,61,c,82,1
22,Synth_Student_22,62,a,107,1
22,Synth_Student_22,63,a,123,1
22,Synth_Student_22,64,a,61,0
22,Synth_Student_22,65,b,92,0
22,Synth_Student_22,66,c,93,0
22,Synth_Student_22,67,c,36,0
22,Synth_Student_22,68,e,136,0
22,Synth_Student_22,69,d,83,0
22,Synth_Student_22,70,a,42,0
22,Synth_Student_22,71,a,64,0
22,Synth_Student_22,72,d,97,1
23,Synth_Student_23,3,e,165,0
23,Synth_Student_23,4,a,62,1
23,Synth_Student_23,6,b,79,1
23,Synth_Student_23,7,c,81,1
23,Synth_Student_23,8,c,113,1
23,Synth_Student_23,1,e,139,0
23,Synth_Student_23,2,a,137,1
23,Synth_Student_23,5,e,28,0
23,Synth_Student_23,9,a,45,0
23,Synth_Student_23,10,a,22,0
23,Synth_Student_23,11,d,217,0
23,Synth_Student_23,12,a,70,1
23,Synth_Student_23,13,e,54,0
23,Synth_Student_23,14,d,60,0
